0.000000	0.000000	0.000000
0.030000	0.114668	0.000000
0.060000	0.218944	0.000000
0.090000	0.313236	0.000000
0.120000	0.397952	0.000000
0.150000	0.473500	0.000000
0.180000	0.540288	0.000000
0.210000	0.598724	0.000000
0.240000	0.649216	0.000000
0.270000	0.692172	0.000000
0.300000	0.728000	0.000000
0.330000	0.757108	0.000000
0.360000	0.779904	0.000000
0.390000	0.796796	0.000000
0.420000	0.808192	0.000000
0.450000	0.814500	0.000000
0.480000	0.816128	0.000000
0.510000	0.813484	0.000000
0.540000	0.806976	0.000000
0.570000	0.797012	0.000000
0.600000	0.784000	0.000000
0.630000	0.768348	0.000000
0.660000	0.750464	0.000000
0.690000	0.730756	0.000000
0.720000	0.709632	0.000000
0.750000	0.687500	0.000000
0.780000	0.664768	0.000000
0.810000	0.641844	0.000000
0.840000	0.619136	0.000000
0.870000	0.597052	0.000000
0.900000	0.576000	0.000000
0.930000	0.556388	0.000000
0.960000	0.538624	0.000000
0.990000	0.523116	0.000000
1.020000	0.510272	0.000000
1.050000	0.500500	0.000000
1.080000	0.494208	0.000000
1.110000	0.491804	0.000000
1.140000	0.493696	0.000000
1.170000	0.500292	0.000000
1.200000	0.512000	0.000000
1.230000	0.529228	0.000000
1.260000	0.552384	0.000000
1.289999	0.581876	0.000000
1.319999	0.618111	0.000000
1.350000	0.661499	0.000000
1.380000	0.712447	0.000000
1.409999	0.771363	0.000000
1.439999	0.838655	0.000000
1.469999	0.914730	0.000000
1.499999	0.999998	0.000000
